truthful,"Went on a Tuesday night at around 7:30pm. It was pretty full. Only a couple tables available (one was for a large group, one 2-person table). There are a few counter seats for single diners.   1. Ma Po Tofu - $6.95 Very spicy. No ground beef like most places. Lots of chilli oil. Good but wish it had meat in it.   2. Pork intestine, hand pulled noodle  A small bowl had quite a lot of noodles. Not mushy noodles, firm texture. Pork intestine was a nice balance. Broth was flavorful but not too salty."
truthful,"1. Coconut chicken soup ($9.95): coconut milk, lemongrass, ginger, chicken, mushroom - Strong lemongrass flavour, very thin and watery consistency  2. Pad Thai ($10.45) - Saucy and sweet"
truthful,"Decent Indian food. Not incredible, but not bad, either.  I usually go for the lunch buffet ($8.95/person) since shelling out $50+ for a decent dinner for two doesn't give me the food for value I can get elsewhere in town.  As someone else mentioned, they have a late-night 1/2 off deal, but unless you want to eat dinner around midnight, it doesn't make too much sense.  Nothing stands out in my mind as a ""must have"" or ""to die for"".... But, on the flip side, nothing is a ""must miss"", either."
truthful,"This place has been around for decades. And Coraopolis is full of Italians from the homeland. However, I don't know any of them that eat here regularly.  After the place was featured in Diners, Dives & Drive Ins, I figured what the heck, I'll give it a try. I won't make that same mistake again. The sauce was oily (as was shown in the episode) and bland and noodles were tasteless. Home made? Maybe. But not the way I do it. It wasn't the worst Italian I've ever had, buy definitely not up to Pittsburgh Italian standards.  How anyone could rate this 4 or 5 stars is beyond me."
truthful,"Love this place. Best new bar/restaurant in the area. Limited, but excellent, on tap beer list. Food is solid. Good vibe. If you haven't been, definitely give it a try. Similar to Good Fellas on Mt. Nebo Rd. acros the river."
truthful,"Another one of my favorites in the Burgh. Kaya has been around for quite a while and it used to be a refueling stop for me on Christmas Eve before diving in with the shopping masses on Penn Avenue.  Their specialty, tropas, tropical tapas, were here way before Ibiza and all of the other tapas bars in town caught on with the idea of serving little dishes. Although, the tropas menu has been substantially reduced from Kaya's glory days, there are still some tasty treats on the menu.   The tuna tataki (or whatever it's called) - sashimi tuna, seaweed, sesame seed, all chopped up and marinated in a soy-based sauce, served cold and with some crackers is great. I also like the conch fritters; and the tofu cracklins - deep fried tofu served with a sweet, chipotle sauce (a little too sweet and not spicy enough for me - nowhere near the heat of mapo doufu - but it is good nevertheless).  I have never tried any of their main dishes...so I can't comment on them. It's usually 3-4 tropas between me and the mrs."
truthful,"I rarely give out 5 stars. It has to be incredible food and drinks or something so new and delicious that nothing else compares. With that being said, the Naked Grape was very good time, the place is intimate (maybe 10 tables total?), and also has a decent wine list for the Burgh.  The food was fresh and good, although portions were a tad on the small side, so we ended up sharing plates like a tapas bar and kept ordering until we were full. I would definitely go back for more.   As others have mentioned, you can sit and eat at the bar, which is not a typical bar used to serve customers drinks before they are seated - it is definitely meant for dining and you can even reserve seats at the bar.  The owners, who were inspired to open the place after a few trips to Italy, were working that night and service was pleasant and attentive. It is a hidden gem and not your typical restaurant in the Burgh."
truthful,"Best burger in the O.P. hands down! Fire alarm burger mmmm.....it's in the old Wayne's Lounge / Mutzig's building for yinz old timers.  Hand made chips, fries, and burgers - always fresh never frozen."
truthful,"Excellent dry-aged beef. You won' find a better one in town. And you will pay dearly for it.  Similar in atmosphere and menu to Morton's, the Capital Grille is located on the ground floor of the former Lazarus building at the corner of Wood & Fifth.  Expect dark paneled wood, a massively overpriced (300% and up) wine list, and oil paintings of Pittsburgh's forefathers (including Mr. Rogers).  The little things, like impeccable service by the bartenders, and umbrellas to your car on rainy nights by the valet staff, are refereshing.   Regarding the food - appetizers were just ok. I'd give a big thumbs up to the any of the dry aged steaks (simple and delicious and the house speciality) and a thumbs down to the Filet Oscar (Filet Mignon topped with lump crabmeat and a bearnaise sauce).  Also, please do yourself a favor and order the truffle fries (if you like truffles) - these are to die for. Desserts are nothing special - I'd give a pass on the key lime pie.   When I go back, it's straight to the dry aged steak and truffle fries for me."
truthful,"One of my favorite places for breakfast in the area.  No frills, Mancini toast, reasonable prices (like $4 to $7 per person)  If you are really hungry, try the 3-egg scramble (3 scrambled eggs mixed with grilled onions, peppers, sliced italian sausage, and melted cheddar cheese) - with Mancini toast (and butter). If you finish all of it, you probably won't need to eat again until dinner.  The 2 & 3 egg combos are also good. Sandwiches for lunch are not bad, but breakfast is definitely a better call."
truthful,"Unless you've been here before, let me warn you about the ""unspoken house rules"":   1. Order first (do not try and sit down). 2. Wait for your food while standing. 3. Find a seat (if one is available).  Under no circumstances should you sit down before placing an order. And if the place is full, don't try and sit down without food in your hands, unless you want to be made an example of.  My wife and I (who frequent restaurants several times a week) have never experienced anyone quite as rude as the woman behind the counter at this place.  We had never been here before and when we walked in, my wife sat down at a table and I went up to place our order.  Little did I know the house rules (see above) and after the people in front of me ordered, the obnoxious cashier pointed to our table and to another table (of newbies) and said to the person who just placed the order: ""you can either sit there or there"", with the tact of, say, General Patton. She never asked us to get up or explained the ""unwritten rules"" to us.  An ""excuse me, but you need to order first before you sit down"" would have sufficed.  So, my wife got up and we walked out of this place. The food could very well be good - but with waitstaff like this woman - there are plentty of other places around town with not-so crummy service that I'd prefer to spend my money."
truthful,"If you love well done burgers, then this is the place for you. Also, if you love homemade potato chips instead of fries.... Me not so much.  Don't get me wrong, the food is not bad. The five alarm burger is nicely spiced. But forgot asking for med rare or medium burgers. You're getting well done like it or not."
truthful,"Let me preface this by saying I love sushi. Nobu Matsuhisa and Kazunori Nozawa are two guys I used to visit frequently in LA for the good stuff.  I mean the really really good stuff. Andy's Sushi Bar ain't in the same galaxy.  However, I must say, Andy is the man. How can you go wrong with a take-out only sushi restaurant inside the largest fresh fish market in town (Wholey's)? Especially in a town like Pittsburgh which doesn't come to mind when you think fresh sushi.  I've had my fair share of nasty fish around town. Even in some nice places that looked like the fish should have tasted better (and fresher) than it was. Then I found Andy. No frills, no bar, but hey, the fish is as fresh as you're gonna get in these parts of the USA.  People seem to line-up for his endless list of rolls - and there are plenty. I never got why someone would order a Fried Chicken Roll. Personally, I prefer the lunch special which includes 8 pieces of nigiri sushi (whatever is fresh that day....usually yellowtail, tuna, salmon and eel), as well as eight pieces of some roll Andy throws together in front of you - like a spicy California Roll or Salmon and Cucumber Roll. You get what he thinks is the freshest catch of the day. Total is around $14.00 for this particular order.  And one other word of caution, especially around holidays and on Fridays, Wholey's can be jammed with people - I mean packed - so if you don't like crowds, or if you don't like standing in line to order your food and watch Andy make it fresh - then CALL AHEAD and place your order for pick-up.   There is also a decent sized dining room upstairs (paper covered tables) that you can eat in if you don't want to take the food to go."
truthful,"Great place in da Burgh! Took the whole family. Sushi, yellowtail collar, salmon udon, mmmmmmm. Stay away from the wings..... but a great place on a warm summer night. Love it!"
truthful,"The best coffeehouse in the Burgh, hands down.  If you love Starbucks, stay away. The is not your run of the mill same old, same old coffee chain ala Starbucks, Caribou, Crazy Mocha, etc. etc. tt is the one and only and it shows.  It took more than a year to renovate this South Side loft into a very comfortable and neighborhood feeling coffeehouse and you can tell down to the minute details. From the real fireplace (I am sitting next to as I type) to the handmade coffee bar when you first walk in, Big Dog is something better experienced than described.  Everything is made fresh on premises, including the pastries and soups. If you are in the area and looking for a really good cup of coffee or my personal favorite - Mocha Bianca - stop in. You won't be disappointed."
truthful,This place has been sold once sold twice sold sold sold. And the food has going more downhill than Kyle Rasmussen at Incline Village circa 1982..... give it a pass.
truthful,"Without question, the best, and most authentic, Mexican restaurant in town. We're not talking Mexico City Mexican, we're talking Baja California Mexican.  The menu is quite simple and the food is awesome. The margaritas are small, potent, and pricey - but worth it.  My favorite dishes include: the shrimp cocktail appetizer with chips (good for sharing), and the mahi-mahi fish tacos. The burritos are huge and also recommended - try the surf n turf, wet (red sauce). It is enough for 2 to share (especially if you have starters).  No reservations are accepted, so if you go on a Fri or Sat night, be prepared to have a few cocktails at the bar.  Also, if you are a fan of chains like Mad Mex or Don Pablos, I wouldn't recommend trying Azul. You will come out of this place saying the prices are too high and the portions are too small.   If you prefer quality over quantity, Azul cannot be beat (unless you fly to LA or head south of the border)."
truthful,"Never...Never....Never consider this dealership sales department.  They should be working at a used car lot in the boondocks.  Run for the hills!  I honestly believe we were racially profiled and gender profiled.  They don't respect customers who just want the ""bottom line"".  They want to play patty cake and pretend it is negotiations.  It is plastered all over their wall, (literally) painted that they respect their customers.  I guess if you see and read something everyday you actually believe you are demonstrating those values.  SOOO NOT TRUE!  Find another dealership where they respect the intelligence of women and others.  Oh yeah,  they tried to keep us at the dealership, by pretending that we had taken the keys to the test drive vehicle.............HILARIOUS!    Only thing I can say is that Ruben in service is very committed to customer service.  He has gone above and beyond to help my daughter.  Maybe he can teach the guys in the front about ethics."
truthful,"Typically I purchase my gear at Nordstrom. While in Vegas for a business meeting I needed a pair of jeans. It was nice to see an AG stand alone store. Staff was extremely helpful and efficient. Go see Aubree, she was a huge help!!"
truthful,"One of the most wonderful hidden gems in all of Europe.  You'd almost miss it (we stumbled upon it accidentally.)  The owner is extremely welcoming and friendly, and will discuss wines and offer tastings.  The small bites and apps are amazing.  They'll also ship wine internationally, in case you fall in love with their own label from their winery nearby."
truthful,"I have shopped here since 1998 when I got back into keeping tropical fish in a live plant environment. after a few year's off.  I like that incoming livestock are kept in quarantine after arriving, that I can ask to be told when a particular species becomes available, that the staff are so knowledgeable and enjoy discussing the hobby, even though I notice some impatient shoppers just wanting to grab and go.   Reminds me of the now closed Pirrhana on Avenue Road that was run by a hobbyist, or Fintastic in the east end run by Mike.  Harold the head guy has saved a couple ailing fish with clear advice.  Just in case this seems too high a rating, keep in mind that I have seen a lot of fish shops since I began the hobby sixty years ago.  And plant and fish prices seem as fair as elsewhere."
truthful,"Here sushi equates to much ice-cold rice with very skimpy bits of fish on top. Had to ask waitress for wasabi and ginger and given inadequate amount. Salad floating in dressing, bland miso soup.  Slow service.  A year or two ago one could get a decent lunch here."
truthful,"Creative cooking. Modern cool joint with pleasant staff.   Loved the soft small gnocchi with 'nduja- though I found only a tiny morsel of this delicacy in the savoury sauce- and my friend enjoyed the Ontario perch which is difficult to cook well. Asparagus side imaginatively broiled and seasoned, al dente very yummy.  Overall very good food and a fresh approach though 25% overpriced on many items , the perpetual problem of focusing on decor that costs $$$ to build in.  Give it a try, I will return despite the cost issue."
truthful,"I am very pleased to have found this restaurant which is several cuts above other pho joints I have eaten in in the past thirty years.   It starts with brilliant pho broth: here is a very complex , low salt highly complex broth . It reminds me of the broth used by the sadly gone White Lotus on Lansdowne that was my flagship spot  for excellence until it closed about three years ago. Anyway hooray for excellent golden turtle broth. I had the soup last time which brought me back today.  I tend to evaluate using two or three standard dishes and today it was vermicelli with grilled pork, grilled shrimp and spring rolls. Verdict: massive shrimp lightly grilled, lots of tender pork and as in earlier visits very plump non- greasy spring rolls which I dipped in Hoisen sauce as an experiment.  My bowl of Bun had lots of mint and bean sprouts, and the accompanying sauce was not too vinegary all well balanced.  Overall extremely satisfying and served up with flair and professional skill in a very busy lunch hour.   So I will go again though it puzzles me to see some negative reviewers dissing this place for another pho joint nearby. Guys, stay out of the commercial rivalry and avoid negativity! Life's too short."
truthful,"What makes a really goog neighborhood joint? For me it's not just quality cooking and decent prices- it's the sense of being welcomed and appreciated.  I have been dropping by for lunch three or four days a month often with a friend since the current owners remodeled the former Tokyo Sushi opposite  St, Paul's Chuch (where Tafelmusik plays).  The food decor and atmosphere have stepped up greatly. I have tried many items but my fave is the Chef Combi with salmon teriyaki and sushi. it includes generous sashimi as well. Many veggie items too.  Only a light dinner needed after such a feast.  No friend has ever disliked Maido and my friends are  Mostly picky foodies.   Anyway, it's my kind of low-key friendly place, give it a try."
truthful,"Having read raves I decided to eat at Sea Witch on a quiet Lunch hour.  There was  only  one other diner and about five staff.  No big deal being served , right?  Not that there was much effort to break off conversation and speak to me as I waited for a welcome. Finally ordered and having confirmed with the pleasant cashier that yes I would like tartar sauce, I was then asked by two different servers if I happened to want tartar sauce.   It seems that the staff don't pay much attention.   I told the last one that I had been asked twice already and received no reply, though in the end the sauce was supplied.  Pacific haddock was tasty but more batter than fish and the chips were lukewarm, far from piping hot as they need to be for taste and texture.  Slackness kills reputations, the decor and concept are good but the execution left much to be desired."
truthful,"Pleasant staff, decent food and fair prices, yet what might have been a perfect brunch on a warm summer Sunday today  was considerably diminished by many wasps swarming the patio tables.  I was told the owners refuses to use wasp traps or even one of the effective fake wasp gadgets that keeps wasps away. It's not even an expensive fix to protect diners so what's going on here?  It's a matter of time before someone gets stung and sues for damages.  Too bad, but shows a lack of care for customers!!  I down rated the place by two stars for that reason."
truthful,"I don't understand why this restaurant has such bad reviews. I live next door so I pick up food fairly often. Everything I've tried has been really tasty. (General Tao, shrimp in lobster sauce, noodles, sushi...)"
truthful,"Great food at a great price!  I had brunch there and got 2 eggs, plantains, beans, half an avocado, cheese, and a chicken tamale. I asked for scrambled eggs and to my surprise they added tomatoes and peppers. Everything tasted great! It's a good change from the regular brunch staples."
truthful,WAYYYYY too much hype about this place!! Seriously though... No seriously.   Only good thing about this place is how they are good at making the portions look decent in the photos lol  Service:  the waitress was no offense an airhead she was so distracted looking around at people seemed to have a bad case of ADHD  She knew nothing about her drinks list or about the food ... Was gone when we kept trying to order more food (we had to order with the bar back because she took so long to show up)    FOOD:  Tater tots :  meh not worth it  Cauliflower app: meh over cooked and nothing special  Corn bread: alright but really not worth it .... Unless you are feeding tweety bird.    Kentucky handshake sandwich: not worth the price (it's literally Kentucky fried chicken ... Like might as well go there and pay $6 instead of basically $15 to look at some arm ) lol   Chicken and Waffles : portion is not worth it flavor was alright nothing mind blowing (go to the Kensington market one ... WAYYY better and much more for your money)    Red Funnel cake : save your money .... Tiny over cooked and completely over drizzled with icing ... Yuck  worst thing I have ever had in the funnel cake department.   We ordered more food but honestly don't waste your time ... Just go somewhere else.... Not worth even going on about how bad it was.
truthful,"Service was really great fast quick friendly but the food was a terrible.....   Blanco roll was the worst..  it's like someone squished egg, tuna from a can and panko crumbs and made it a roll.... As if that's not bad enough they make it resemble some back ally hotdog by adding pickled jalapeño to it.... Gross if you like fish cakes and hotdogs this roll is for you. If not I highly recommend staying away.   If they made it simple with avocado raw fish and other non over powering tastes then sliced raw jalapeño over it then torched the butter fish it would probably be the best sushi roll here.   Volcano roll was okay but really over done with the sauce quantity which took away from enjoying fish ... Which is why I go out for sushi.   The sashimi plater (30 pieces) was pretty bad aside from the octopus and 3 of the 9 cuts of salmon.... Everything else was off temperature.   Complimentary salad was small cute and good.   The miso soup was good.   Tea was average.   Ginger is really good here.  Wasabi is really weak here.    I hope the chef seriously considers the suggestion I made about the less sauce and torched raw jalapeño.... Ja Bistro has mastered it and it's incredible.... Maybe the chef should check it out and see what I mean.   Would not recommend this place. Will not be coming back."
truthful,I was on the phone trying to order with Khao San Road for over 30 mins calling back over and over again. No one picked up. Called here they picked up on the third ring took my order and had it ready in 15mins with a smile on their faces.   ^ that is service worth  great job!   Will defiantly be coming here more often.
truthful,"Always great friendly service and fresh baked bread and desserts everyday.   Highly recommend the custard cakes they are the closest thing I have ever tried to the original Pastéis de Belém in Lisboa    The rice flour cake is also really good and a good option for those whom do not like cake too sweet.    The bean cakes are great here too!  orange, almond, and a few others I have tried are all good.    Can't go wrong with Nova Era"
truthful,"-6 stars ...I have come here several times....   The staff is friendly. However, I feel they have not been properly trained in making the drinks they sell.   The coffee beans are good quality however, sometimes the load is packed to tight and the espresso comes out with a burnt taste. Other times in a latte it is either too over heated or comes out like a cappuccino.   In the simplest way put very inconsistent and not in anyway good.    Some of the desserts are really over priced for the quality and quantity you are getting (i.e. Small Almond croissant $4.20)    Today I ordered an Early Grey. The earl grey tea I had tasted moldy .... It also made me sick.... Which makes me question what type of hygiene they have there.     Will not be going back to this place ever .... They are a disgrace to cafes.    Tip* go to the Starbucks upstairs in the indigo or across the street... They are closer to what it should really taste like.... You will get the coffee, late, cappuccino or tea the way it should be done."
truthful,-5 stars literally saw the 'chef' lick her fingers over and over again while I waited for my orange juice. Then she started setting up people's dishes .... With her bare hands...Disgusting place... Extremely unsanitary!!!! After waiting 10mins to receive my orange juice while almost puking watching the levels of sanitation plummet more and more I was then presented with half a cup of juice. When I asked to upgrade to a full cup I was then told that's the only amount I can buy? Okay guess they don't want to make money.   Tip- save yourself the nausea go somewhere  else
truthful,"-5 stars!! Worst place ever. Don't bother going here you will definitely regret it.   Save your money for a better serviced, hygienic, more organized and professional establishment.    (You would think when a party of 40+ people are coming they would provide better service considering all the money you just brought into this dump for them)    No one from that birthday will ever be wasting our time making that mistake again."
truthful,Really small place to grab ice cream which is fine considering we have more cold weather than summer. The ladies who were making the cones were very pleasant and had great vibes... The person who was at the cash the first time I went seemed a bit stuck up but then the second time the front cash/ barista was also very pleasant and seemed to have very good vibes.... Hopefully I see more of this side the following visits too.    LOVE the cashew latte with the Brazilian blend  perfection !    Ice cream ($6 I would say they should be priced more at $4) was good quality for a soft serve.... It was defiantly not the same quality as McDonald's or an ice cream truck WAY better. The only similarity is that it melts quickly ... Like any other soft serve. The cones could be a little better quality because they do get pretty soggy at the end.    Love the creativity they have with the cones! I hope they continue to come up with new ideas.   Small suggestion on the cinnamon one... Maybe add some nuts ... The current topping just seems so plain jane compared to the other creative cones you have!   Definitely going back to try more flavours!
truthful,"All I have to say is .... if you're going to get a tattoo and want it done RIGHT and like no other place in toronto go see RAIDEL at adrenaline!!!!   I originally had an amaZing tattoo artist in Kensington (Vince) who unfortunately moved back to Venice, Italy. Fate brought me to the hands of the very talented RAIDEL!   His passion for creative designs and art is phenomenal! He has done quite a large AMAZING piece on me and most of it he just did FREEHAND  (That is talent!)    The thing I LOVE the MOST about his many talents is the fact that he has something that I find is SO RARE in a tattoo artist... he can create that FLOW into making your tattoo not look like a stamp ... but a part of you... an art that can even take previous pieces and make them one! I have about 1 3rd or fourth of my body tattooed and this tattoo SAVIOUR turned my several prior tattoo pieces (ribs, shoulders upper back) and with his new addition turned my body into a canvas with one solid flowing united piece. Brilliant engineer in designing.       Adrenaline is quite pricey ..but if you are getting it done with him IT'S WELL WORTH IT. If I wasn't so broke ass I would give him a HUGE TIP as appreciation for his VERY hard work and TALENT! I intend to repay him some day by surprise for the lack of the TIP he deserved that I didn't have at the time.   This HARD working FRIENDLY always smiling singing ARTIST will make you NEVER WANT to go anywhere else with all his talent and positive energy!"
truthful,"Quick very friendly service this evening! She was very welcoming and made some suggestions after knowing it was our first time.   Butter Chix- Creamy subtle kick of butter chicken spice... Saucy very enjoyable!    Mum's Chicken Pie - Classic  was not disappointed LOVE the touch of Chardonnay really gave it that extra little something   Traditional Aussie - Saucey , meaty, has a little potato (not too much... Which I really appreciate because I didn't have an allergic reaction to it from that very reason )   Surprisingly even though these little guys are the size of your palm they are actually decently filling ! ... You might just need 2-4 to fill you up depending on how much you can handle.   Price is okay ... About $7 each Palm sized pie. They have 4 pies for $24 to take home and cook located in the freezer ( I feel that is a better suited price for the cooked ones too)     On the plus size the hand held sizes lets you try more flavours!!   Would recommend people to check it out!"
truthful,The only good thing at this place is the friendly staff... The food however is ...terrible. Save your money. I don't know how someone can over cook rice into a mash! The curry was literally just curry no veggies or anything... And I felt like I was drinking curry soup that was much too creamy and not enough spice. Also had the Tom Yum Shrimp soup... Very disappointing it was literally some powder tasting broth with 3 shrimp and a couple mushroom slices... Not a traditional Tom Yum at all. If they had a -1 star I would have put it.
truthful,Customer service from both staff today was really great. So I ordered the matcha latte .... Drank it and my stomach turned it is really sweet! I don't mind sweet treats but when it comes to beverages I am only a fan of bitter and sour things.... They happily (literally with a smile) offered me another beverage. I felt pretty bad because I hate wasting but I just can not do sweet drinks.   FYI their matcha powder has sugar mixed into the packaging they get (just like Starbucks).... Which would be great ... Unless you are not looking for a sweet drink...    Great news! Their soy latte is amazing! Deep rich coffee bitter flavor (which I love). I was very pleased by how calm and positive they both were with me as I am sure that was probably annoying to have to waste the product  More coffee shops should have this type of professional positive smiling customer first type of employees    Location also has a fireplace which o imagine will be nice in the cold winter months. Washrooms are clean (probably because now they aren't bombarded with all the school children arroyos the area coming in and disrespectfully destroying it and leaving it messy every 30mins.
truthful,"Love love love Quantum Coffee  100% better then Starbucks (and done properly) Lattes, Cappuccinos and flats, Oh my!      Also a few cents cheaper then Starbucks(but WAY better in quality)!   Service is always great baked goods are always amazing and super fresh! (Also sent in from local bakeries )    Did I mention they now have a reward coffee card ? That's right Starbucks .... You have zippoooo on Quantum... Suck my kiss."
truthful,"LOVE the food here!   Always amazing friendly service. The atmosphere is good it's a very simple place inside out but the food is killer! I always come here when I need my Korean food fix!   The pork bone soup is awesome the meat basically falls of the bone! (Perfection)   The Bibimbap is always my go to dish! It tastes like the best mothers home cooked meal!   I love how they are always attentive to make sure you get your pickles and such at the beginning and how friendly and welcoming they are. Great place to go with a family, group, as a couple or alone!"
truthful,The fish taco is really good.   Burrito boys makes the best burritos this place... WAY too much bread ratio not enough of anything else.   The other meat tacos  not good meat tastes more like old leftovers from earlier that week. Lol gross.   TIP: if your going only get fish tacos
truthful,Authentic home made curries ...  Great Tom Yum   Pad Thai is good    Vibes are relaxed   Music not too loud   Fills up quick because it is a small Resturant.   Staff pleasant.
truthful,Several unfriendly / unhelpful staff. Unorganized. Will not be returning.   Went in to drop off a prescription staff was rude and when I insisted on leaving my account information she cut me off and told me she would get everything she needs when she contacts the other location to move my prescription over.    I return 2 days later (no phone call left to let me know they were filled). I get there and had to wait 30mins for this also unfriendly staff that seems to apparently hate her job to give me my prescription. Apparently it's too challenging for the staff to process a simple refill pickup.
truthful,Late review .... Wayne was amazing! Best massage therapist I have ever had hands down unfortunately I found out he no longer works here  now I need to find him
truthful,"Use to come here all the time and loved it!   Service needs a little work but more importantly lets get to the food reviews   Starting with my personal favorite...  Ravioli di Zio Paperone -Great  homemade ravioli stuffed with duck confit, fig, roasted butternut squash, sauteed with oyster, button mushrooms and parmigiano  Tonnarelli alla Norcina - Good  Italian black truffle shavings, homemade spicy sausage, pecorino    Tagliatelle alla Bolognese- Great  traditional bolognese ragù, parmigiano     Tonnarelli ai Funghi - Good  oyster and honey mushrooms, porcini sauce    Cavatelli al Ragu' D'Agnello -Great  handmade cavatelli, lamb braised in tomato sauce, Pecorino    Gnocchi alla Simi- Good  tomato sauce, fresh ricotta, basil, parmigiano    Rigatoni Arcobaleno - Good  mozzarella di bufala, zucchini, light cherry tomato sauce, basil    Agnolotti alla Lilli -Good  stuffed with spinach, ricotta and pecorino, butter, sage and parmigiano  Spaghetti in Canna a Mare - Okay  fresh clams and mussels, calamari, scallops and tiger shrimp, light tomato sauce     Apristomaco - Appetizers    Carpaccio di Manzo- Great  hand cut, raw beef tenderloin, lemon juice, extra virgin olive oil, parmigiano reggiano shavings, arugola   Funghi Assoluti - Good  basked oyster mushrooms, parmigian, bread crumbs, extra-virgin olive oil, balsamic vinegar, arugola   Frittura di Calamari - Okay deep fried lightly floured calamari  Tagliere del Salumiere -Good  selection of Italian and local cured meats  Tagliere di Formaggi - Good  selection of italian cheeses served with honey and homemade jam   Insalate - Salad   Only one I have tried is Caprese and it was Good.    Pizze - Pizza   They are well done thin crusts .... I personally like Napoli, Margherita, Bufalina, Quattro Stagioni, Santo Stefano, Da Dó a Dá, Smendozzata, Li Pecuri, and finally C't Mang.    Dessert ... I always get a flourless chocolate cake heated .... It's a perfect finish for my dinner with a cappuccino or latte"
truthful,"Desserts and bread are always great at Nova Era. Customer service is terrible.   Desserts always a great variety and always fresh.   Couple recommendations; custard cakes, bean cakes are all amazing!    Customer service.... After waiting in line for 15mins with only two people in front of me I was told to go to the other counter to order my sandwich.... After ignoring me for another 10mins the extremely rude woman making sandwiches doesn't even greet me and in a very unfriendly manner tells me to basically go sit down and now wait to be asked what I want.   20mins pass and I am still here sitting and waiting to have someone approach me to take an order. I will never be coming back here to eat and HIGHLY recommend only coming for the bakery stuff only here!    Terrible fucking service."
truthful,Performances are great but the crowd and music needs a little work. Also they shouldn't space out all the wicked performances sooooo far apart.
truthful,"""In cod we trust"" great deep fried fish toco (but fish portion is small)   ""Beef Cheek"" braised and good portion   Tuna Chive in hard shell toco okay portion ( a little too drenched in sauce)    We had some ribs ""special of the day"" portion not worth the price AT ALL ... Sauce is a type of honey garlic (drenched in mayo ) not worth the money.    I had high hopes for great food here after reading the reviews ...but was over all not really that impressed."
truthful,Chicken and waffles are awesome!   And that's about it folks   Don't bother with the pasta or hamburgers (was not impressed at all).    Friendly staff who seemed to disappear after giving us our food .... For a long while.....
truthful,This place is a hit and miss some times the food is really great and flavourful and other times I have ordered food that was over salted or just bland.   Service has been okay. Portions are a hit and miss for some things. I don't think I will be going back after my last visit though.
